index,id,jobTitle,location,company,type,description,lang,skills
27,2973385541,Data Analyst (Customer Service),"Ho Chi Minh City, Ho Chi Minh City, Vietnam",Shopee,Full-time · Entry level,About the job Job Description Responsible for day-to-day execution of data needs from CS departments Generate daily operational related data reports  analyze quantitative data  and investigate variances Involved in design  development  implementation  support and maintenance of reports  visualization tools  workflow automation and any other tools to facilitate business needs Ensure assigned tasks or projects are completed in a timely manner and with high level of quality and accuracy Provide regular feedback on data operation concerns and issues Participate and support ad hoc projects requiring additional analysis and data-heavy reporting Propose improvements to operational processes  Requirements At least 1 year in any contact center  e-commerce experience is a plus Ability to use excel and SQL to extract  analyze data and prepare reports Goal better  data-driven  can-do attitude  open and supportive mindset Communication  presentation  negotiation and problem solving skills Ability to work independently and with a sense of urgency and fluctuation,en,[]
28,3012530384,Senior Data Analyst,"Dong Nai, Vietnam",Adecco,Full-time · Mid-Senior level,About the job Job Summary  Our client  an excellent agriculture manufacturer  is looking for a Data Analyst based in Bien Hoa  Dong Nai.  Job Responsibilities Support and do data  SO  PO reconciliation to work with related parties across the world to solve issues. Work with oversea collection team or direct customer to clear the AR outstanding if any. Check and recon financial transactions in oversea book. Guide data analyst team or production team on new project analysis if any. Review and recon marked to market with weekly book value if needed. Working with related team for automation projects. Manage data analyst team and setting up internal process if any. Analyst and data collection for varies reports required by BOD. Experience Requirements 3 years experiences in senior data analyst position. SAP or ERP experience is plus. Fluent in English. Ability to manage team. Ability to work under pressure. Education requirements Bachelor's Degree in Finance Accounting or Foreign Trade. Please click the APPLY BUTTON or contact Tan Nguyen at +84 348247981 or tan.nguyen@adecco.com to discuss further.  Contact Person Tan Nguyen Adecco,en,[]
29,3009063318,"Data Analyst_Python, SQL (1500-2000$)","Ho Chi Minh City, Ho Chi Minh City, Vietnam",LARION,"$1,500/month - $2,000/month · Full-time · Associate",About the job This job is sourced from a job board. Learn more Responsibilities You will be one of the key contributors in our organization and join high quality system solution following well-known workflows and best practices. Being our data analyst  you will focus to: Monitor  develop  implement  forecast and drive the strategic direction  growth  performance management  and sustainability of databases Provide database support to development teams and business teams  developers Perform all lifecycle activities relating to databases Proactive response to incident and problem management  analysing issues and working with wider technology teams to resolve anomalies  restore services  and resolve problems Perform research on related or assigned technologies  domains and techniques that are relevant to the practice or assigned by analytical leaders Essential Skills Experience in handling and working with database Experience with SQL query Familiar with Python programming Be dedicated and self-disciplined with a strong work ethic and willing to help others Why you’ll love working here Attractive salary and benefits (13th Salary  Outstanding employee of the quarter and the year  Seniority award  etc.) Performance appraisal twice a year Premium Healthcare and Accident insurance Various training on technical and soft skills Teambuilding  Company trip  Year-end party  etc. Support for personal loans such as: home loan  vehicle loan  tuition fee  etc. Commitment to community development: charity every quarter  blood donation  etc.,en,['SQL query']
30,2955947934,Data Analyst,"Ho Chi Minh City, Vietnam",Pizza Hut Digital Ventures,Full-time · Mid-Senior level,About the job At Pizza Hut  we want to make it easy to get the best pizza and digital is at the core of this drive. Pizza Hut Digital Ventures is committed to building innovative digital solutions and providing our customers with an exceptional experience. From building a world-class platform to developing clean mobile experiences - we are pushing the boundaries to ensure we are a source of innovation. Adopting the best technology  and a customer first approach in design  we are building something truly transformational for the entire delivery sector.  We are looking for a Product Analyst with a proven record in data analytics  a product mindset and experience in experimentation and optimisation.  Reporting to the Head of Analytics and working closely with product and engineering teams  your goal will be to ensure that all product decisions are data informed and scalable. You understand statistics and behavioural data and can combine them to tell a compelling story which you effectively communicate to a diverse team of technical and non-technical people.  You work autonomously to identify the opportunities to raise the bar for analytics  but also for how we make decisions. You’re someone who is quite happy working in a fluid environment and adapting to change.  RESPONSIBILITIES  Work directly with product and engineering to analyse user behaviour throughout the ecommerce funnel and advise on opportunities to experiment and optimise the user experience Building a measurement framework for assessing the success of roll out of new features/functionalities Communicating with stakeholders on your insights and opportunities you’ve uncovered Advise on data tracking for new feature roll outs and new market launches  QUALIFICATIONS  5 years Proficient with SQL 5years Advanced Excel/Google Sheets 5years Proficient with Google Analytics 5 years + experience in data analytics - (ideally in product analytics) GA/GTM certified (preferred) Strong Communication Skills Strong interpersonal and stakeholder management skills Knowledge of event tracking technologies and best practises Strong analytical skills - can tell an airtight story with data Experience with experiment design and statistical analysis Works effectively with cross functional teams to build trusted partnerships Excellent written and verbal communication skills Experience building measurement frameworks for product teams Expert at putting yourself in the customer's shoes to identify opportunities which you then quantify with data.  NICE TO HAVE:  Experience with Content Square Experience with Optimizely Ecommerce experience   BENEFITS: Annual Leave: 18 days/year Probation Leave: 3 days/ 2 month 100% salary in probation period Salary review: 2 times/year Full salary insurance Generali Health Insurance (Support for family depends on level) 13th-month bonus Gift for birthday Company Trip once a year International working environment Opportunity to onsite in US  UK  Indonesia  Philippines  Singapore  Malaysia Support Laptop and Monitor Contact the job poster Uyên Văng 2nd Looking for Security Engineer  Data Analyst  Data Scientist  Software Engineer ... Job Poster Location Vietnam Send InMail,en,"['experimentation', 'optimisation', 'data analytics', 'experiment design', 'statistical analysis', 'Content Square Experience', 'Optimizely Ecommerce', 'experience']"
31,2955116275,Data Analyst,"Ho Chi Minh City, Vietnam",LIFE Centre,Full-time,About the job Sort  refactor  and merge arrays of data. Check the reasonableness and accuracy of input and output data sources. Build a standardized data storage system and learn how to access or delete data. Design and standardize the report form. Optimize the report interface. Provide reports (synthesis and analysis) to relevant departments. Compare weekly and daily reports  identify deviations to be corrected. Prepare reports to summarize data according to specific defaults and ad-hoc time at the request of superiors. Other duties as assigned by superiors Contact the job poster Lina tran Student at Truòng Dai hoc Nông Làm Thành phó Hô Chí Minh Job Poster Location Ho Chi Minh City  Vietnam Send InMail,en,[]
32,2797391701,Data Analyst / Data Research Engineer,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",Công ty TNHH PK,Full-time · Associate,About the job This job is sourced from a job board. Learn more Job Description Use statistical methods to analyze data and generate useful business reports. Work with product and management team to create a prioritized list of needs for each business segment. Identify and recommend new ways to save cost by streamlining business processes. Use data to create models that depict trends  anomalies in the customer base and the consumer population as a whole. Developing and implementing data analyses  data collection systems and other strategies that optimize statistical efficiency and quality. Acquiring data from primary or secondary data sources and maintaining databases. Work with departmental managers to outline the specific data needs for each business method analysis project. Write research reports to transfer knowledge. Collaborate and work effectively with multiple internal teams (creative design  marketing  product) to understand and help them figure out insight from data. Requirements BS or Master in Mathematics  Economics  Computer Science  Information Management or Statistics. Ability to collaborate effectively and work as part of a team. Strong attention to detail. Proven working experience as a data analyst or business data analyst (1+ years’ Data mining experience or 1+ years in a data analyst role). Technical expertise regarding data models  database design development  data mining  and segmentation techniques. Strong knowledge of and experience with reporting packages (matplotlib/seaborn  ggplot...) and other visualization tools (Tableau  DataStudio  Looker…). Knowledge of statistics and experience using statistical packages for analyzing datasets (statsmodels  SciPy ... ). Strong analytical skills with the ability to collect  organize  analyze  and disseminate significant amounts of information with attention to detail and accuracy. Demonstrated experience in handling large data sets and relational databases. Adept at queries  report writing and presenting findings. Benefits Working time: from Monday to Friday Health care insurance and social insurance. Performance based bonus Training courses (but at the Company’s sole discretion). Strong learning environment. Free snacks – Team activities. Working equipment to be provided.,en,"['data analyst', 'business data analyst', 'data analyst role', 'reporting packages', 'other visualization tools']"
33,2987368376,Data Analyst,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",Finan,"₫15,000,000/month - ₫25,000,000/month · Full-time · Associate",About the job This job is sourced from a job board. Learn more Địa điểm làm việc: 195/10E Điện Biên Phủ  Quận Bình Thạnh Mô tả công việc Data analysts will develop analysis and reporting capabilities and also monitor performance and quality control plans to identify improvements. A successful data analyst needs to have a combination of technical  consultant  communication as well leadership skills. A background in Mathematics  Statistics  Computer Science  Information Management  or Economics can serve as a solid foundation to build your career as a data analyst. Typical duties include: Using automated tools to extract data from primary and secondary sources Removing corrupted data and fixing coding errors and related problems Using statistical tools to identify  analyze  and interpret patterns and trends in complex data sets that could be helpful for the diagnosis and prediction Filter Data by reviewing reports and performance indicators to identify and correct code problems Preparing reports for the management stating trends  patterns  and predictions using relevant data Working with programmers  engineers  and management heads to identify process improvement opportunities  propose system modifications  and devise data governance strategies. Yêu cầu ứng viên 2 years working as Data Analyst or BI position. Strong mathematical skills to help collect  measure  organize and analyze data. Knowledge of programming languages like SQL Basic  Postgres  BigQuery  and Python. Technical proficiency regarding database design development  data models  techniques for data mining  and segmentation. Experience in handling reporting packages like Business Objects  programming (ETL frameworks)  databases. Problem-solving  teamwork  verbal and written communication skills. Quyền lợi Create impactful technology products to bring value to society  especially to those who are underserved. Work with tech-giant partners in Vietnam and the region: Vietjet  Savico  Facebook  Google… and have access to the world's leading investment funds. Young  dynamic start-up environment with knowledgeable and experienced leaders Hone your skills through the new challenges  have your say in contribution towards the common goals. Competitive remuneration package. Have opportunities to become a co-founding member with an attractive ESOP policy. Cool office  work time & location flexibility  other perks include snacks  coffee  and healthy food provided daily... Hạn nộp hồ sơ: 31/12/2021,en,[]
35,2981186654,Data Analyst,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",Kasatria Technologies Vietnam,Full-time · Entry level,About the job This job is sourced from a job board. Learn more Mô tả công việc  The Data Analyst at Kasatria would be responsible for delivering business intelligence & user insights.  Responsibilities  – Understand and analyze user behaviors  market  competition landscape which involve researches and data deep-dive analysis.  – Produce insightful dashboard given by data sources  monitor and report all metrics important to the business operation using tools of Google (Google Tag Manager  Google Analytics  Google Data Studio...)  – Drive planning of new products and features given by market insights and data to foster users’ experience and company’s revenue potential.  – Work across team to coordinate product planning  technical implementation and communication with clients.  – Prepare weekly reports  monthly reports and presentation materials as and when needed.  – Other ad-hoc duties as assigned.  Đại học,en,[]
38,2964675678,Data Analyst,"Biên Hòa, Dong Nai, Vietnam",Find Talent Consulting Services,Full-time,About the job Job description Support and do data  SO  PO reconciliation to work with related parties across the world to solve issues. Work with oversea collection team or direct customer to clear the AR outstanding if any. Check and recon financial transactions in the oversea book. Guide data analyst team or production team on new project analysis if any. Review and recon marked to market with weekly book value if needed. Work with the related team for automation projects. Manage data analyst team and set up Internal process if any. Analyst and data collection for vanes reports required by BOO.  Job Requirement Bachelor's Degree in Finance Accounting or Foreign Trade. Have 03 years of experience in senior data analyst position. Experience in using SAP or ERP is preferred. Fluence in English. Ability to manage team. Good at analysis skill. Good solving problem skill. Positive attitude. Contact the job poster Quynh Truong (Hannah) 2nd ESS Team Leader at Find Talent Consulting Services Job Poster Location Vietnam Send InMail,en,['senior data analyst position']
39,2934172898,ShopeeFood - Merchant Data Analyst,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",Shopee,Full-time · Mid-Senior level,About the job Job Description  Location: Ho Chi Minh – Sonatus building  To help us build strategic relationships with ShopeeFood’s Merchant (Seller) groups and drive Merchant operations. Analyze data and insights to form new initiatives to improve current operational processes and Merchant performance. Work closely with Team Leader on planning and executing marketing campaign (spike day  mini-spike day) and other big projects. Ability to analyze huge sets of data  segment the data  and derive proper actions Deep dive to analyst current Merchants block issues and provide solutions to solve problems Other tasks assigned by Team Leader  Requirements Strong at data analytical skills Knowledge SQL is a plus Strong at analyst for problems seeking & solving Able to work rotating shifts on weekends Excellent written and verbal communication skills (English & Vietnamese) Good communication skill and stakeholder management skill are must-haves. Can operate independently  move fast  and get things done  love being challenged  multitask and good work ethics Self-motivated  as well as the ability to work in a team environment Participate in team meetings  activities  promote team spirit,en,[]
40,3011219924,Data Analyst (Based in HCMC),"Ho Chi Minh City, Ho Chi Minh City, Vietnam",Amanotes,Full-time,About the job Objectives  As an Amanotes’ data specialist you will be leveraging hundreds terabytes of data from 2 billion users to create real business values through practical data solutions  What You Will Do  Extracting  manipulating and analyzing data to answer business questions using statistical techniques Constructing dashboards to monitor business performance Create and maintain the system pipeline and data documentation Participating in business planning to identify opportunities for other data solutions  provide insight for product optimization. Design  implement  optimize and own the data / ETL pipeline with the rest of the Data Engineer team  Qualifications  Bachelor degree  preferably in quantitative field Strong critical/logical/analytical thinking Fast and proactive learning ability Be able to use standard statistical & analytical techniques: A/B testing  cohort analysis  correlation. Be able to communicate data findings with appropriate examples from data points of view  using proper visualization (bar  line  histogram  bubble chart...) Be able to give clear and actionable recommendations based on data findings Experience with the following is appreciated: Maths and Statistics (especially Statistical Inference)  SQL  Python  Data visualization tools Be fluent in SQL for ad-hoc requests  de-bugging Nice to have: basic understanding of game industry  About Amanotes  We are Amanotes  A fast-growing startup in the music-tech industry. We seek to delight people with interactive music experiences. Since 2014  30+ music games and mobile applications were published under our name with over 2 billions downloads worldwide and 120+ million monthly active users. In 2019  we were proudly listed as the #1 mobile apps publisher from Southeast Asia  the #1 music games publisher in the world  and one of the top 20 mobile apps publishers in the world across all categories.  If you love to work in a creative environment with music all around the corner  come join us   Explore our products on Google Play and iOS App Store such as Magic Tiles 3  Dancing Ballz  and Tiles Hop.  How To Apply?  Click the button or contact us at talents@amanotes.com.,en,['following']
41,2975181332,"Senior Fraud Data Analyst (Bangkok based, relocation provided)","Ho Chi Minh City, Ho Chi Minh City, Vietnam",Agoda,Full-time · Mid-Senior level,About the job About Agoda  Agoda is an online travel booking platform for accommodations  flights  and more. We build and deploy cutting-edge technology that connects travelers with more than 2.5 million accommodations globally. Based in Asia and part of Booking Holdings  our 4 000+ employees representing 90+ nationalities foster a work environment rich in diversity  creativity  and collaboration. We innovate through a culture of experimentation and ownership  enhancing the ability for our customers to experience the world.  Get to Know Our Team  The Data department oversees all of Agoda’s data-related requirements. Our ultimate goal is to enable and increase the use of data in the company through creative approaches and the implementation of powerful resources such as operational and analytical databases  queue systems  BI tools  and data science technology. We hire the brightest minds from around the world to take on this challenge and equip them with the knowledge and tools that contribute to their personal growth and success while supporting our company’s culture of diversity and experimentation. The role the Data team plays at Agoda is critical as business users  product managers  engineers  and many others rely on us to empower their decision making. We are equally dedicated to our customers by improving their search experience with faster results and protecting them from any fraudulent activities. Data is interesting only when you have enough of it  and we have plenty. This is what drives up the challenge as part of the Data department  but also the reward.  The Opportunity  As a Senior Data Analyst  you will be driving our features research in our fraud domain  build experiments to test your hypothesis  and get your hands on experience in ML.  This role will allow you to communicate your findings with the different stakeholders (Product  Devs  and Business) and make an impact at Agoda.  In This Role  You’ll Get to  Apply your expertise in quantitative analysis  data mining  and the presentation of data to understand fraud  how it relates to Agoda’s strategy and products  and how to prevent it Build advanced predictive models to understand the impact of specific fraudulent behaviors  trends  and patterns Work closely with cross-functional teams of data and backend engineers  analysts  user researchers  product managers  and designers who are passionate about Agoda’s success Understand how user fraud affects other consumers of our data  including insights and feature teams  and work across the data landscape to minimize impact and drive influence wherever possible Communicate data-informed insights and recommendations to key stakeholders  engineering and product partners  What You’ll Need To Succeed  2+ years of experience in a data driven role in payment fraud detection and prevention  with an understanding of the impact that fraud prevention has on other areas in the company where business and product decisions are made Extensive experience in detecting and analyzing fraud at the individual transaction level as well as across large data sets Bachelor’s Degree in science  computer science  statistics  economics  mathematics  a similar quantitative discipline  or equivalent industry experience Coding skills for analytics and data manipulation (SQL  R  Python  Pandas  Scala) Experience with data visualization tools such as Tableau or your weapon of choice Strong analytical and statistical analysis skills in order to extract insights and recommendations Fluent in English with strong communication skills (both written and verbal)  It’s Great If You Have  Knowledge of machine learning algorithms including classifiers  clustering algorithms  and anomaly detection is a plus #sanfrancisco #washdc #sydney #london #tokyo #amsterdam #munich #berlin #toronto #vancouver #moscow #dublin #seoul #hcmc #telaviv #taipei #IT #4  Equal Opportunity Employer  At Agoda  we pride ourselves on being a company represented by people of all different backgrounds and orientations. We prioritize attracting diverse talent and cultivating an inclusive environment that encourages collaboration and innovation. Employment at Agoda is based solely on a person’s merit and qualifications. We are committed to providing equal employment opportunity regardless of sex  age  race  color  national origin  religion  marital status  pregnancy  sexual orientation  gender identity  disability  citizenship  veteran or military status  and other legally protected characteristics.  We will keep your application on file so that we can consider you for future vacancies and you can always ask to have your details removed from the file. For more details please read our privacy policy .  To all recruitment agencies: Agoda does not accept third party resumes. Please do not send resumes to our jobs alias  Agoda employees or any other organization location. Agoda is not responsible for any fees related to unsolicited resumes.,en,"['ML', 'data visualization tools', 'order']"
43,2876339565,Data Analyst,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",Kiến Guru,"₫0/month - ₫25,000,000/month · Full-time · Associate",About the job This job is sourced from a job board. Learn more We are seeking data analyst talent to join our team What do you get from this job? The opportunity to work with talents in Product Team (Vietnam and Indonesia) Competitive compensation A talented and very motivated team An exciting opportunity to learn and grow  a real challenge – we uphold to high quality standards where team effort is pivotal and solution is rarely obvious  you can and is expected to shape the way forwards Job Desciption Visualize data and insights for both business and technical audiences. Develop descriptive analytics to assist business users in making timely and accurate decisions. Using business intelligence tool to process and analyze data Other ad hoc duties as assigned by Line Manager YÊU CẦU CÔNG VIỆC Highly Proficient in SQL (experience in BigQuery is a big plus) Experience in using any of the following is a plus but not a pre-requisite (Google DataStudio  Tableau  Metabase  Domo  PeriscopeData  PowerBI or any other similar products) Capable of building hypotheses and demonstrate the ability to identify and communicate data driven insights. Detail-oriented and excellent time manager who thrives in a fast-paced working environment. Independent learner  self-motivated  and willing to share knowledge with team members. Very good data and analytical skills including the ability to define and decompose relevant metrics and evaluate the corresponding impacts in the context of business.,en,['BigQuery']
44,2996867122,Data Analyst,"Hanoi, Hanoi, Vietnam",HCL Vietnam,Full-time · Associate,About the job We HCL Vietnam Company Limited  (www.hclvietnam.com) is looking for Data Analyst in Hanoi as below requirement:  MAIN REQUIREMENTS ● Good in Python programming in Linux OS environment ● Good in creating automation test framework for hardware interfaces (Serial  I2C  Ethernet )using python. ● Should have knowledge to understand Mechanical and Electrical components. ● Very Good in Communication skills ● Be flexible and adaptive to adjust project focus based on changes of business priority dynamics ● The candidate should be self-driven  yet a strong team player MAIN DUTIES ● Should be able to understand new requirements and write requirements documents. ● Design and implement the feature. ● Go through existing code and fix issues reported. ● Unit testing of the code written.  BENEFIT Insurance plan based on full salary + 13th salary + Performance Bonus. 100% full salary in probation period. Medical Benefit (Personal) and Family based on levels. Working in a fast paced  flexible  and multinational working environment. Chance to travel onsite (in 49 countries). Internal Training (Technical & Functional). Scope of English Training. Working time: 9:00 AM - 6:00 PM from Mondays to Fridays. NO WORKING on Saturdays.  About HCL HCL Technologies is a next-generation global technology company that helps enterprises reimagine their businesses for the digital age. HCL offer an integrated portfolio of products  solutions  services  and IP through our Mode 1-2-3 strategy built around Digital  IoT  Cloud  Automation  Cybersecurity  Analytics  Infrastructure Management and Engineering Services  amongst others  to help enterprises reimagine their businesses for the digital age. With a worldwide network of R&D  innovation labs and delivery centers  and 150 000+ ‘Ideapreneurs’ working in 49 countries  HCL serves leading enterprises across key industries  including 250 of the Fortune 500 and 650 of the Global 2000. Contact the job poster Sarah Nguyen 2nd If you are interested in joining a great global company  send me your updated profile to: xuan.nguyen@hcl.com#40 # Embedded Engineer/ Automation Tester/ Cyber Security/ CybeArk/ Java IAM Job Poster Location Hanoi Capital Region Send InMail,en,[]
45,2939682832,Commercial Data Analyst,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",Ninja Van,Full-time · Entry level,About the job Ninja Van is a tech-enabled logistics company on a mission to provide hassle-free delivery services for businesses of all sizes across Southeast Asia. Launched in 2014  we started operations in Singapore and have become the region's largest and fastest growing last-mile logistics company  partnering with over 35 000 merchants and delivering more than 1 000 parcels every minute across six countries.  At our core  we are a technology company that is disrupting a massive industry with cutting-edge software and operational concepts. Powered by algorithm-based optimisation  dynamic routing  end-to-end tracking and a data-driven approach  we provide best-of-class delivery services that delight both the shippers and end customers. But we are just getting started  We have much room for improvement and many ideas that will further shape the industry.  Responsibilities As a Commercial Data Analyst  your duties & responsibilities are: Perform statistical modeling and analysis of structured and unstructured datasets to develop metrics  reports and visualizations of trends and patterns. Analyze data  draw insights  and present results in a cohesive  intuitive  and simplistic manner to executive management Identify and implement continuous improvement opportunities throughout the data life cycle Mine data  clean data to devise and optimize our algorithms  models’ accuracy Standardize reports  centralize analysis format to enrich our knowledge repositories Training end-users on new reports and dashboards Communicate and align with stakeholders on purpose and impact of analytical solutions on business. Competencies Required Data analysis – the ability to assess data sets and identify patterns and opportunities for improvement is commercial analyst’s primary skill Presentation skills – commercial analysts need to present their findings  along with forecasts and projections  to executives and management personnel  so effective presentation skills are a necessity Team coordination – because they work with sales teams and internal operation to drive revenue growth  commercial analysts need to coordinate team activities Communication skills – commercial analysts rely heavily on both written and verbal communication to work with departments and personnel across teams and business lines Requirement Bachelor’s degree in Statistics  Mathematics  Business or related degree. Strong quantitative and qualitative analytical abilities. Excellent written and verbal communication skills  including ability to compose and present reports  findings and presentations Having extensive computer knowledge including its software (Excel  Word  PowerPoint  Outlook  etc) Has SQL  Python experience is a plus Submit a job application  By applying to the job  you acknowledge that you have read  understood and agreed to our Privacy Policy Notice (the “Notice”) and consent to the collection  use and/or disclosure of your personal data by Ninja Logistics Pte Ltd (the “Company”) for the purposes set out in the Notice. In the event that your job application or personal data was received from any third party pursuant to the purposes set out in the Notice  you warrant that such third party has been duly authorised by you to disclose your personal data to us for the purposes set out in the the Notice.,en,[]
46,2945554337,Data Analyst,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",Edelman,Full-time · Entry level,About the job Responsibilities And Expectations Capture and conduct in-depth analysis on social media  PR  and brand health metrics Conduct category research and opportunity assessments across multiple industries  market and media trends  generational behaviors/values/trends  societal/cultural mega-trends Stay current on news of the day and information related to a broad mix of relevant subjects Develop recommendations that answer the client brief based on audit and research efforts Play an active role in conceptualization  research  planning and development of new client campaigns Work with the Planner to write creative briefs  research dossiers  etc. Responsible for managing the research library Juggle multiple assignments and work in a high-pressure environment Manage time and establish priorities while maintaining flexibility to respond to changing demands Professionally and effectively communicate with clients and peers  demonstrating sound reasoning and judgment skills Seek clarity and assistance appropriately Articulate one's role on an integrated team and sets clear expectations for what will be delivered and what information and partnership is needed in order to achieve the mutually desired outcomes  Qualifications Statistics or Research background At least 2 years agency experience in research and/or social listening Knowledge in quantitative and qualitative research Ability to research and combine data Proficiency in using Excel  Access  SPSS Proficiency in PowerPoint. Analytics experience Ability to translate data sets into insights and recommendations Good team player  detail- oriented  careful and willing to learn  Edelman is a global communications firm that partners with businesses and organizations to evolve  promote and protect their brands and reputations. Our 6 000 people in more than 60 offices deliver communications strategies that give our clients the confidence to lead and act with certainty  earning the trust of their stakeholders. Our honors include the Cannes Lions Grand Prix for PR  Advertising Age’s 2019 A-List  the Holmes Report’s 2018 Global Digital Agency of the Year  and  five times  Glassdoor’s Best Places to Work. Since our founding in 1952  we have remained an independent  family-run business. Edelman owns specialty companies Edelman Data & Intelligence (DxI) and United Entertainment Group (entertainment  sports  lifestyle).  For more information please visit: www.edelman.com  Please follow this link (https://www.youtube.com/watch?v=ttuiKNaJLUI) to view a short video about life at Edelman.,en,"['research', 'social']"
47,2992576303,Senior Data Analyst,"Ho Chi Minh City, Vietnam",PropertyGuru Vietnam,Full-time · Mid-Senior level,About the job Make A Real Difference At PropertyGuru. Real Aspirations. Real People. Real impact.  At PropertyGuru Group  we believe that every person – no matter what their circumstance – should have a place to call home. That’s why we’ve been on a mission to transform how people find  finance and own home across Southeast Asia over the last 13 years.  Voted by property seekers as “Asia’s Most Influential Brand for Online Property Search”  PropertyGuru enables real-world aspirations through digital transformation and constant innovation. Every day  the work that we do has a real and positive impact on thousands of lives. As an employee  you’ll be empowered by our community work culture  where everyone has the autonomy  support and resources to do the best work of their careers. As we evolve our journey to help people make confident property decisions  we stay true to our core values to guide the way we work and the decisions we make every step of the way: we own it and deliver it  we have fun and celebrate success  we respect and care for each other  we push beyond good  and we create what’s next.  Data Analyst Our Data Analytics team is empowered to build unique and compelling products/users/business insights using machine learning and data. The work done by our Data Analysts is highly sought after as the business sees the Data Analysts as partners in their journey who drive and create a tremendous impact on the business.  What you will do? You will be working collaboratively to use data to positively inform and influence the business decisions at PropertyGuru. You will use the data to create compelling narratives to help drive action. For example  why do certain property listings get significantly higher page views than their peers? What actions do consumers/users browsing on the property take before they zero in on the right property? These are some of the many questions that get asked of our data analyst team in PropertyGuru. These questions drive our product development decisions and inform and recommend action items for the marketing and advertising campaigns. You will also be taking part to evaluate and report the key business metrics for the businesses. You will spend time understanding the drivers of the metrics to help the stakeholders understand the potential reasons and hypotheses for the changes. Some of these are related to the A/B experimentations that are performed on the users and products as part of their development. Since most of these analyses are driving important decisions  you will need to ensure that these analyses are repeatable and accessible to all with appropriate documentation. Requirements Required Minimum 3+ years of industry experience in working with large-scale datasets. English language fluency is a must. Knowledge of SQL is a must. You will need to write custom queries to pull data from BigQuery to support your analyses and hypothesis. Build clear and simple dashboards and presentations. We currently use Tableau and Looker for reporting and visualizations. Optional Communicate clearly and effectively to cross-functional business partners of varying technical levels Experience working with Google Analytics is a plus. Experience in Python  R  C++  Java  Go  Scala is a plus. This is not a must-have requirement  but good to have if you aspire to grow as a data analyst or eventually grow into a data science role. Bachelor's degree in IT or relevant field. Alternatively  lesser qualifications with strong experience in data analysis will also be considered. PropertyGuru Group is an equal opportunity employer committed to fostering an inclusive  innovative and learning environment with the best employees. Therefore  we provide employment opportunities without regard to gender  identity  race  religion  nationality  age  marital status  disability  or any other protected status  per applicable law. If there is anything we can do to help ensure you have a comfortable and positive interview experience  please let us know. For a full listing of our jobs  visit https://careers.propertygurugroup.com Contact the job poster Trang Tran (Charlie) 2nd Looking for a UX Research (PropertyGuru Vietnam) Job Poster Location Ho Chi Minh City  Ho Chi Minh City  Vietnam Send InMail,en,"['Python', 'data analysis']"
49,2994383337,"HH009 Data Analyst, Consultant","Ho Chi Minh City, Ho Chi Minh City, Vietnam",One Arrow Consulting Vietnam,Full-time · Mid-Senior level,About the job Locating  reviewing  and validating data on the company and market. Identifying trends and areas for BI analysis. Talking to stakeholders (finance-related departments) to understand their requirements  educating them on the role of business intelligence  convince how they could apply the results to make value (non-tech side) Leading data analysts  coordinating them to prepare reports for decision-makers. Producing insightful presentations to assist business managers and executives. Overseeing BI projects under your control from start to finish. Meeting with internal and external stakeholders to generate insight into decision-making. Utilizing data analytics tools and visualization platforms. Providing feedback and assistance to other employees based on your research. Requirements A degree in data analytics  computer science  economics  or finance. 5+ years of experience in a data-related or business intelligence position. Proficiency in data mining  business intelligence tools (prefer Power BI)  data processing frameworks  and report writing. A working understanding or mastery of automation  machine learning  and database management. Able to leverage different technologies  such as SQL  RPA  NLP  APIs  and data visualization platforms. A business-savvy approach to data and its uses for companies. Strong analytical skills  critical thinking abilities  and a passion for big data. Problem-solving mindset and bigger-picture view of information. Excellent interpersonal and leadership skills. Impeccable presentation abilities and business acumen.,en,[]
