id|jobTitle|location|company|type|description
2972981213|DevOps/CloudOps Engineer (PHP/Python/Go)|Ho Chi Minh City, Vietnam|Floware LLC|Full-time|"About the job
ABOUT US
Floware is a leader in building innovative software to transform the way people live, play, work, and learn. Our mission is to create smart solutions that benefit everyone and solve their daily challenges. We were the first in Vietnam to develop an iOS app and our first OS X application SmartDay debuted on the Mac App Store at #5.

WHAT YOU’LL DO
The Senior DevOps/CloudOps Engineer plays the vital role of designing, optimizing, implementing new features, securing, and maintaining all of Floware’s Email systems to deliver high performance, reliability, scalability, and availability.
Your Skills and Experience

WHO YOU ARE
3+ years of proven experience architecting and building infrastructure/cloud solutions in Amazon AWS (or Google Cloud, Azure, Alibaba Cloud, etc...) using (or equivalent to) ELB, EC2, S3, CloudFront, RDS, Lambda, VPC, ElasticSearch, API Gateway.
2+ years of advanced Linux administration skills
2+ years of managing a container or orchestration platform (Docker or Kubernetes)
3+ years of experience building sophisticated and highly automated infrastructures
2+ years of experience with source control software such as Git and SVN
3+ years of experience of PHP and Python/Go

HUGE PLUS IF YOU ARE/HAVE
Excellent understanding of DevOps/CloudOps best practices, approaches and methodologies
Impeccable leadership skills and able to drive DevOps/CloudOps solutions
Excellent knowledge of security & its best practices
Have experience optimizing, customizing, and developing new capabilities for mail systems (Dovecot/Postfix)
Can learn and adapt new technologies quickly

WHY FLOWARE
We challenge ourselves every day to find better solutions and better ways to do things. We ask difficult questions and work together to solve them. We believe in doing the right things as well as doing things right. We value honesty, hard work, integrity, and transparency. We are committed to transforming people’s lives, will you join us today?

COMPENSATION & BENEFITS
Full social insurance, income tax paid by company (Net Salary)
Performance bonus up to 96M VND or more in the year
Premium Health Insurance Package
100% salary during probation period
Friendly, flexible, and fun working environment
Free office lunch, coffee, tea, and snack bar everyday
13th month of salary
Company trip, team building, monthly party, etc..

Contact the job poster
Floware Vietnam
Looking for IT talents.
Job Poster Location
Ho Chi Minh City, Vietnam
Send InMail"
2982489557|DevOps Engineer|Ho Chi Minh City, Vietnam|Treehouse|Full-time · Entry level|"About the job
We are looking for an experienced DevOps to help design, build and maintain the CI/CD solutions for dedicated/ hybrid cloud environments. DevOps works with software developers and other production IT staff to oversee code releases.

Responsibilities

Working together with engineers to get things done faster in an automated and repeatable way;
Experience with cloud computing (AWS, Azure, GCP) to deploy upgrades and fixes.
Contribute to design; developing, configuring, administrating, and maintaining CI (Continuous Integration) and CD (Continuous Delivery) tools/utilities for monolithic/modular systems (development, staging, production);
Troubleshoot production and work with the development team to streamline code deployment.
Analyze Code and communicate detailed assessments to the developer team to ensure improvement in applications and timely completion of projects.
Collaborate with team members to improve technical tools, systems and processes, and data security.
Develop and maintain design and troubleshooting documentation.

Requirements

Experience as a DevOps Engineer or similar software engineering role
Good knowledge and experience of computer networking;
Good knowledge of programming languages
Experience working with databases and SQL
Has experienced with Cloud base systems (AWS / Azure / GCP);
Strong knowledge of Docker/container technologies;
Strong knowledge of performance, security, load balancing, and system troubleshooting
Able to work independently and in a team
Able to read and understand English
Accountable and proactive.

Perks

As a tech company, our company culture always delivers high-quality products with the greatest talent who are eager to succeed, with a vibrant work environment, and prioritize work-life balance.

We convert our industry-leading research and knowledge into your power. This is the best place to gain your knowledge and experience in fintech technologies.

Excellent and competitive salary package
Opportunities to gain hands-on experience in cutting-edge technologies.
M1 Macbook provided & widescreen
16 annual leave days, social insurance according to Vietnamese laws
Annual performance review
13-month salary
Working hours: 9 AM - 6 PM, Mon - Fri
Unlimited potential for career growth because we are fast-growing
Insurance: Social Insurance, PVI – Health Insurance
Opportunity to work onsite at the Singapore office along with a chance to meet project clients for business discussion.

Company Description

Treehouse provides DeFi users with live analytics and risk metrics of their digital assets. We are building a unified and user-friendly interface to help users successfully manage their portfolio in the ever-changing world of DeFi.

We aim to be the gateway for all traders to effectively manage their DeFi risk across chains and are backed by some of the most reputable VCs and global crypto exchanges. Treehouse is looking for someone with a daring spirit and an entrepreneurial mindset. Someone willing to learn and grow alongside our team to help the company achieve its vision!
Contact the job poster
Tram Le 2nd
Looking for Golang Backend Dev, Tech Lead, DevOps
Job Poster Location
Vietnam
Send InMail"
2928563008|[HCM] DevOps Engineer - Up to $1200|Ho Chi Minh City, Ho Chi Minh City, Vietnam|Topicus Finan BV|Full-time · Associate|"About the job
This job is sourced from a job board. Learn more
Finan is a Singapore - registered technology startup and the owner of the SoBanHang application. Founded by management executives from leading e-commerce businesses in Vietnam, including Lazada, Zalora (Rocket Internet), Topica Edtech Group, OneMountGroup... SoBanHang enables nano and micro-businesses to manage cash flow better with digital bookkeeping apps and increase sales through a hyperlocal online storefront. After 6 months of experiencing hypergrowth, SoBanHang is the market leader and doing the mission of helping thousands of small businesses go online So Ban Hang has been invested by leading investment funds such as FFEBE Ventures, Class 5, Kevin P.Ryan – founder of Gilt Groupe, Business Insider and MongoDB. By 2025, SoBanHang will become the trusted partner of 1 million businesses, helping them serve 100 million customers and generate $100 billion in sales. With that hyper-growth, we look for talented teammates to join our rocketship as DevOps. This plays a critical role in building a solid tech foundation for hundreds of millions of users. Job description: Main task is to build environments (dev, test, staging, production) for projects including PHP, GO, Python, Golang, Reactjs, etc. Auto deploy CI/CD with gitlab & ansible & terraform. Operate AWS and Google Cloud. Apply Haproxy/k8s to systems with teraform. Support Dev in other ad hoc cases related to above mentioned environments. What we are looking for: At least 1 year experience working in Agile environment and DevOps related fields. Good knowledge of: Gitlab (CI/CD), Haproxy, Nginx, K8s. Basic knowledge of security and vpn for infrastructure. Have experience with AWS, Google Cloud/Azure. Have experience in Python/Golang is a plus. Well-equipped with database skills such as auto backup for postgres, mongodb, mysql. Familiar with Golang/Python programming. Ability to conduct data analysis and documentation. Can be self-motivated, independent, and proactive to perform tasks. Careful, highly organized, and self-learning attitude. Capable of working in a team and under high pressure. Have a high sense of responsibility. Attitude to learn new technologies quickly. Extensive experience within an Agile environment. What we offer: A dynamic startup working environment with many challenging problems to create values Opportunity to create interesting products, reckless development that is impactful on society Growth opportunity with experienced top executives from leading startups: Lazada, Topica, Datamart, OneMountGroup,… and other talented teammates Competitive benefits, opportunities to promote and become a co-founder with the attractive share policy."
2992573545|DevOps Engineer|Ho Chi Minh City, Ho Chi Minh City, Vietnam|KMS Technology, Inc.|Full-time · Executive|"About the job
Develop new deployment pipeline for the core products to better control product quality, increase team’s productivity, accuracy and efficiency, and reduce product’s time to market
Maintain the continual availability of business information systems, and the maintenance, lifecycle management, support, monitoring, incident remediation, automation and continual improvement of those systems
Be responsible for building and running systems that make software engineering faster, better and safer

Qualifications

Technical requirements:

1-2 year of experience in Cloud platform (either Azure, Google Cloud, or AWS(preferred))
1-2 year of experience in scripting skills in Python or Node.js
Experience with Infrastructure as Code: Terraform
Experience with Container orchestration frameworks (Kubernetes)
Experience with SDLC, automated build pipeline, continuous integration and continuous deployment environments
Working knowledge of Site Reliability Engineering - environment provisioning, monitoring, security, storage and networks
Nice to have:

Helm (v3), Terragrunt, Bash, Powershell, Serverless Platform, Gitlab Pipelines, Typescript

Additional Information

Perks You'll Enjoy

Working in one of the Best Places to Work in Vietnam
Building large-scale & global software products
Working & growing with Passionate & Talented Team
Diverse careers opportunities with Software Outsourcing, Software Product Development, IT Solutions & Consulting
Attractive Salary and Benefits
Two performance appraisals every year
Onsite opportunities: short-term and long-term assignments in North American (U.S, Canada), Europe, Asia.
Flexible working time
Various training on hot-trend technologies, best practices and soft skills
Premium healthcare insurance for you and your loved ones
Company trip, big annual year-end party every year, team building, etc.
Fitness & sport activities: football, tennis, table-tennis, badminton, yoga, swimming…
Joining community development activities: 1% Pledge, charity every quarter, blood donation, public seminars, career orientation talks,…
Free in-house entertainment facilities (foosball, ping pong, gym…), coffee, and snack (instant noodles, cookies, candies…)
And much more, join us and let yourself explore other fantastic things!"
2981408966|DevOps Engineer|Hanoi Capital Region|Rikkeisoft|Full-time · Mid-Senior level|"About the job
Responsibilities:
- Be responsible for the overall health of important financial applications including trading systems and client-facing websites.
- Create system integration solutions, deploy and support hundreds of standalone and web applications written in .NET and JAVA, and manage the servers the applications reside on
- Work with developers to troubleshoot issues, find root cause and propose satisfactory solution
- Become familiar with the inter-process dependencies of applications to provide high-quality, end-to-end support to developers and users.
- The successful candidate will work closely with power users, developers, and other infrastructure professionals to support and deliver robust solutions touching multiple disciplines, including development, systems, and networking

Requirements:
- Bachelor's degree - Computer Engineering/Computer Science
- Proficiency in at least 1 OOP language
- Proficiency in CI/CD for Azure DevOps and Jenkins
- Windows Server 2012/2016 OS support and troubleshooting
- IIS and/or Apache HTTP
- Solaris and/or Linux including troubleshooting using basic system tools such as top, ps, netstat, and kill
- Windows PowerShell and/or LINUX Bash Shell scripting
- Proficiency in JBoss and/or Tomcat
- Proficiency with Internet technologies such as DNS, SSH/SSL, and FTP
- Hands-on experience working with TCP/IP networks
- Excellent US English communication skills including writing and technical documentation
- Highly motivated team player and diligent worker with experience and flexibility to support other teams
Nice to have:
- Experience with relational databases, such as MSSQL, Sybase, or Oracle, as well basic understanding of SQL
- Experience with Firewall concepts and DMZs
- Experience with Microsoft .NET Framework
- Experience with SharePoint 2016
- Experience with Docker and container
- Successful and consistent track record working for a top services firm or major US-based company
Notice:
- This team provides 24/6 coverage. Willingness to work non-standard office hours including nights is necessary.


Benefits:

- Salary: Up To 45M.
- Package: at least 13 months/ year. Review twice per year.
- Bonus: Tet bonus, project bonus, holiday bonus, HR referral bonus...
- Allowance for Certificate of Japanese (JLPT from N3) and English (IELTS from 6.0) at the request of the Head of Department.
- Seniority allowance (working time from 2 years or more).
- Participate in learning and training activities inside and outside the company, accumulate learning points, develop G-Points on the company's management system.
- Leave Saturday, Sunday + 12 days of leave/year (Up to 20 days off/year, the remaining days off after accumulating will be paid 500,000 VND/day)
- Clubs and many cultural - sports - art activities sponsored or supported by the company (For example: Football, table tennis, badminton, swimming, music, English, games... )
- Ensure health: Periodic health check, support to buy high quality health insurance...
- Join the Rikkei Care Health Insurance Plan.
- Mental comfort: Playing music on demand every day, fresh fruit, team building activities... Going out near and far everywhere.
- Opportunity to work abroad and travel around.
Contact the job poster
Huyền Thư 2nd
Looking for partners: SE/BrSE (N3-2-1) who have a strong love for Japan and Man/Yen
Job Poster Location
Hanoi Capital Region
Send InMail"
2941907474|System Engineer (DevOps)|Ho Chi Minh City, Ho Chi Minh City, Vietnam|Backbase|Full-time · Entry level|"About the job
Work with customers and our partners in implementation projects around the globe. How would you guide them to success?

You Have Designed And/or Built Mission Critical Services (large Scale Internet Or Cloud-based Services) And Have Proven Experience With Production Systems And Dealing With Production Issues
You hold a Bachelor’s degree or equivalent;
You have a working knowledge of Maven, Jenkins, and Shell;
You have experience deploying Java applications, JVM tuning, Tomcat;
You have experience with Cloud (AWS or Google cloud), as well as expertise with Linux/Unix systems.
You have been exposed to DEVOPS tools such as Travis CI, GitLabs, Jenkins, GoCD, Chef, Salt, Puppet, Terraform, Cloud formation.
It Would Be Great If You Also Have
Experience with any of the following configuration tools: Ansible (preferable);
Experience with Kubernetes (preferable) / Openshift / Pivotal Cloud Foundry;
Experience deploying Spring Boot applications as a plus;
Database experience as an administrator;
Experience with Helm charts.



trust me,

it's my job THE JOB AT BACKBASE

This is an exciting position where you will be exposed to a variety of environments and technologies within different organizations around the world. As a valued member of the team you will be working closely with all disciplines such as BE Engineers, FE Engineers, QA Engineers, Solution Architects and Business Analysts on the successful delivery of Backbase software to our customers.

Being a consultant at Backbase means taking ownership of your projects and enabling our customers to set up their environments from test to production. You will analyze the particular situation, the needs and existing set up of our customers to provide documented guidelines for the implementation. You give advice on security standards and optimizing performance.

You design, develop and oversee the implementation of solutions that improve the stability, scalability, availability and latency of our product. At Backbase we focus on providing solutions instead of workarounds. You are in close contact with customers and partners which leads to valuable input to improve our product in your collaboration with our R&D teams."
2990151854|DevOps Engineer, Platforms|Ho Chi Minh City, Ho Chi Minh City, Vietnam|Ninja Van|Full-time · Entry level|"About the job
Ninja Van is a late-stage logtech startup that is disrupting a massive industry with innovation and cutting edge technology. Launched 2014 in Singapore, we have grown rapidly to become one of Southeast Asia's largest and fastest-growing express logistics companies. Since our inception, we’ve delivered to 100 million different customers across the region with added predictability, flexibility and convenience. Join us in our mission to connect shippers and shoppers across Southeast Asia to a world of new possibilities.

More About Us
We process 250 million API requests and 3TB of data every day.
We deliver more than 1.5 million parcels every day.
100% network coverage with 1000+ hubs and stations in 6 SEA markets (Singapore, Malaysia, Indonesia, Thailand, Vietnam and Philippines), reaching 500 million consumers.
600,000 active shippers in all e-commerce segments, from the largest marketplaces to the individual social commerce sellers.
Raised more than US$500 million over five rounds.
We are looking for world-class talent to join our crack team of engineers, product managers and designers. We want people who are passionate about creating software that makes a difference to the world. We like people who are brimming with ideas and who take initiative rather than wait to be told what to do. We prize team-first mentality, personal responsibility and tenacity to solve hard problems and meet deadlines. As part of a small and lean team, you will have a very direct impact on the success of the company.

Roles & Responsibilities
Design, develop and maintain systems and platforms to ensure the Ninja Van infrastructure runs smoothly and scales automatically and efficiently
Innovate, introduce and support new technologies that empower engineers to gain higher team velocity
Support and improve internal CI-CD pipelines
Own the architecture and implementation of major initiatives, modules, and entire products
Work in cross-functional teams to ship software on-quality and on-time
Provide technical leadership and coaching to your team; conduct code and design review; drive code quality and process improvement initiatives
Lead your team to write code that you are proud of, with extensibility, scalability, and performance in mind
Requirements
Minimum 3yrs of related work experience
Solid Computer Science fundamentals, excellent problem-solving skills.
Experienced with server-side or full-stack development with a proven track record of shipping successful software products.
Deep experience in most of our tech stack or similar technologies.
Bachelor’s or Master’s degree in Computer Science or related field from a top university.
Bonus: Have been a tech lead at least once or twice, with demonstrated strengths in software architecture.
Tech Stack

Backend: Play (Java 8+), Golang, Node.js

Frontend: AngularJS, ReactJS

Mobile: Android, Flutter, React Native

Cache: Hazelcast, Redis

Data storage: MySQL, TiDB, Elasticsearch, Delta Lake

Infrastructure monitoring: Prometheus, Grafana

Orchestrator: Kubernetes

Containerization: Docker, Containerd

Cloud Provider: GCP, AWS

Data pipelines: Apache Kafka, Spark Streaming, Maxwell

Workflow manager: Apache Airflow

Query engines: Apache Spark, Trino

Submit a job application

By applying to the job, you acknowledge that you have read, understood and agreed to our Privacy Policy Notice (the “Notice”) and consent to the collection, use and/or disclosure of your personal data by Ninja Logistics Pte Ltd (the “Company”) for the purposes set out in the Notice. In the event that your job application or personal data was received from any third party pursuant to the purposes set out in the Notice, you warrant that such third party has been duly authorised by you to disclose your personal data to us for the purposes set out in the the Notice."
3011208283|DevOps Engineer|Ho Chi Minh City, Ho Chi Minh City, Vietnam|LeapXpert|₫1,000/yr - ₫3,000/yr · Full-time · Entry level|"About the job
This job is sourced from a job board. Learn more
LeapXpert is a product company that builds a Federated Messaging Orchestration Platform. FMOP is an innovative concept that elevates consumer messaging to enterprise-grade. We are proud to have achieved some of the most prestigious awards in the regulatory and fintech industries!

And to take it further, we need to find our best teammates. We're looking for DevOps engineers who:
Help us build seamless and high-performance applications and systems
Build state-of-the-art products with a highly collaborative effort and a continuous improvement mindset
Execute and automate operational processes fast, accurately and securely
Be a strong team player with a commitment to perfection is desired
Responsibilities

After joining our team, your main responsibility is to deploy, automate, maintain and manage the production system to ensure high levels of availability, performance and scalability. This involves:
Develop an automation pipeline to support the CI/CD process.
Deploy and monitor the infrastructure of our services on various cloud platforms.
Lead initiatives for upgrading the systems to improve security, availability, reliability and performance.
Work closely with the development team by rapidly deploying instances, monitoring operating efficiencies, and responding as needs arise.
Suggesting architecture improvements, recommending process improvements.
Evaluate new technology options and vendor products.
Ensuring critical system security through the use of best in class cloud security solution.
Your Skill And Experience

At least 3+ years of experience as a DevOps Engineer, together with the below:

Must-have
Experience with DBA or data management (ideally in Cloud environment)
Experience with Kubernetes
Hand-on experience in administration of AWS, GCP or Azure infrastructure, optimizing instance types, autoscaling group and multi-region networking.
Good-to-have
Familiarity with CircleCI or other CI platform
Experience with Istio
Experience optimizing Docker images
Experience work with a distributed platform/ microservices
Experience with Helm
Experience with Terraform
Experience with Prometheus
As a Team Player
Highly collaborative with fast actions and response
Commitment to perfection and continuous improvement
Agile methodologies
Fluent English
You Are Looking For
An awesome job with an attractive remuneration package
A central location with a good environment to work in every day
Friendly colleagues who support each other to move forward
A flat, product-focused organization and agile team to let you add your value and ideas to the product and company
Opportunities to learn and be trained in applied new technologies and methodologies
Facing new and innovative challenges and delivering a world-class product
Career growth in multiple directions, based on your preferences and abilities
Feel fit? Come and work at LeapXpert!

Benefits
13th Salary, paid pro-rata, every month to allow more flexible financial plans
Full salary on probation
Fully social insurance according to Vietnam Labor Law
Premium Health Care Insurance
Lunch and parking allowances
Quarter Team building Party
14 Annual Leaves
Annual Performance Review
Attractive career path"
2990738240|DevOps Engineer, based in Da Nang|Đà Nang, Da Nang City, Vietnam|KMS Technology, Inc.|Full-time · Associate|"About the job
Your key responsibilities

Develop new deployment pipeline for the core products to better control product quality, increase team’s productivity, accuracy and efficiency, and reduce product’s time to market
Maintain the continual availability of business information systems, and the maintenance, lifecycle management, support, monitoring, incident remediation, automation and continual improvement of those systems
Be responsible for building and running systems that make software engineering faster, better and safer

Qualifications

1-2 year of experience in Cloud platform (either Azure, Google Cloud, or AWS(preferred))
1-2 year of experience in scripting skills in Python or Node.js
Experience with Infrastructure as Code: Terraform
Experience with Container orchestration frameworks (Kubernetes)
Experience with SDLC, automated build pipeline, continuous integration and continuous deployment environments
Working knowledge of Site Reliability Engineering - environment provisioning, monitoring, security, storage and networks
Nice to have:

Helm (v3), Terragrunt, Bash, Powershell, Serverless Platform, Gitlab Pipelines, Typescript

Additional Information

Be Your Best with KMS

Working in one of the Best Places to Work in Vietnam
Building large-scale & latest technology software products
Working & growing with Passionate & Talented Team
Attractive Salary and Benefits
Performance appraisal twice a year
Flexible working time
Various training on hot-trend technologies, best practices, and soft skills
Premium health care insurance for you and your loved ones
Company trip in every summer, big annual year-end party every year, team building, etc.
Fitness & sports activities: football, tennis, table-tennis, badminton, yoga, swimming…
Joining community development activities: 1% Pledge, charity every quarter, blood donation, public seminars, career orientation talks,…
Free in-house entertainment facilities (foosball, ping pong, gym…), coffee (latte, cappuccino, espresso) and snack (instant noodles, cookies, candies…)
And much more, join us and let yourself explore other fantastic things"
2933528815|Cho Tot DevOps Engineer|Ho Chi Minh City, Ho Chi Minh City, Vietnam|Carousell Group|Full-time · Entry level|"About the job
Carousell Group is one of the world’s largest and fastest growing classifieds marketplace platforms across Southeast Asia, Taiwan and Hong Kong. Started in August 2012, Carousell Group began in Singapore and now has a leading presence in eight markets under the brands Carousell, Mudah.my, Cho Tot and OneKyat, serving tens of millions of monthly active users. Carousell Group is backed by leading investors including Telenor Group, Rakuten Ventures, Naver and Sequoia Capital India.

Here at Carousell Group, our engineering team works on a myriad of user problem. Our Site Reliability Engineering team work day to day with all open source CNCF projects, building robust platform, automation and data engineering pipeline that enabling continuous releases of hundred of microservices.

Join us to build systems that serve more than hundreds of millions of requests and make use of data pipes having more than billion of messages passing through daily. You will be solving big scale distributed system problem in a fast pace agile software development for internet digital product. This is a key role that should have the engineering knowledge, production experience and hands-on implementation ability.

We are looking for Backend Engineers to join our Engineering Team in our Chot Tot Brand.

You will
Ensure the highest levels of production system performance, availability and scalability.
Automate the provisioning of infrastructure (on-premise and cloud), system and software.
Design and operate the build & release, configuration management, code deployments to multiple environments.
Work closely with the development team to integrate new deployment processes and strategies.
Seek out problem or opportunity in the critical high impact area and solve them.

You have:
Hands-on in Python and any of Bash/Perl/Golang.
Hands-on experience in the Cloud (GCP or AWS) ecosystem and tooling.
Hands-on experience in Terraform or similar software like Ansible/Chef.
Have foundation and knowledge of operating systems, database and distributed systems fundamentals.
Understanding and full experience in DevOps development culture, principle and practices.
Experience with Cloud networking.
Self-motivated, detailed oriented and responsible.
Very well command of English in both reading and writing
Production experience in using and operating software services that utilize: Kubernetes, Kafka, PostgreSQL, MongoDB, ElasticSearch, Prometheus.
Ability to drive sound architecture, implementation & technical investigations through hands-on development plus systematically planning and execution.
Enjoy learning and ramping up on new technologies quickly.
Professional Certification preferred, ideally in Google Cloud Platform and Amazon.
BSc, MSc in Computer Science or Engineering or equivalent.

Note: Only shortlisted will be notified.

Agencies: Please do not call or email any employee of Carousell Group outside of the Talent Acquisition team. Agencies must have a valid fee agreement in place and they must have been assigned the specific requisition to which they submit resumes, to the Talent Acquisition team. Any resume submitted outside of this process will be deemed the sole property/ownership of Carousell Group and, in the event a candidate is submitted outside of this policy is hired, no fee or payment of any kind will be paid.

By clicking on Submit, you are accepting to our PDPA policies. In case you are interested to know more, read about our Candidates Personal Data Privacy Statement [https://support.carousell.com/hc/en-us/articles/4410378144537-Candidates-Personal-Data-Privacy-Statement]."
2953684494|DevOps Engineer|Da Nang City, Vietnam|Saigon Technology - Top Software Outsourcing Company in Vietnam|Full-time|"About the job
JOB DESCRIPTION
Support deploy, and configure tooling to support continuous integration and continuous delivery pipelines
Engage in projects as needed, work collaboratively with other team members, communicate effectively, and contribute to team success
Collaborate in technical discussions both internally and with external customer teams
Support a future customer-facing teams with root cause analysis and resolution of escalated technical issues
MUST HAVE:
Experience with public cloud providers (AWS, Azure or GCP)
Experience with following languages: powershell script, bash script
Experience with databases, for example PostgresSQL and/or MS SQL
Experience with Docker or another container based system
Experience with monitoring tools: Zabbix, Grafana, Prometheus
MUST be good at verbal/non verbal English
Detail JD: https://careers.saigontechnology.com/job-detail/devops-cloud-engineer-aws-azure-2
Contact the job poster
Anh Hoang 2nd
Recruiting Team Lead at Saigon Technology - Top Software Outsourcing Company in Vietnam
Job Poster Location
Vietnam
Send InMail"
2998001720|DevOps Engineer/Team Leader|Hanoi, Hanoi, Vietnam|Wize Solutions|Full-time|"About the job
Overview

At Wize, we believe that career management deserves better than guesswork. Wize is a career management platform that provides customized career journeys for tech talent. Our mission is to help tech employees make data-driven decisions when considering their next career move. We provide verified assessments, goal setting, tailor-made training, mentorship, and performance analysis to generate the right career pathways for tech professionals. We also empower managers with actionable insights to help them make highly informed people decisions.

Responsibilities
Lead a team of brilliant multi-talented DevOps and Site Reliability engineers.
Be our automation architect and watch out for the security with the right tools.
Maintain and optimize cloud infrastructure.
Create and support IaC, build and deploy pipelines.
Understand both the business objectives and the technical implementation of the company's software product line.
Have a critical eye for detail and be motivated to explore our products in pursuit of identifying problems that will be important for our customers.
Participate in time estimation and planning.
Qualifications
0-3 years as Team Leader
5+ years DevOps or System Administrator
Experience with at least 1 NoSql DB (Cassandra, MongoDB, Redis)
Expert in cloud centric monitoring tool
Expert in at least 1 CI/CD tool (DevOps/Jenkins/Helm)
Proficient in Orchestration (Kubernetes/Docker Swarm/Mesos)
Strong attention to detail
Ability to understand business requirements.
Good technical and analytical understanding.
Experience in building large-scale systems.
Ability to analyze performance and alleviate performance bottlenecks.
Ability to Self-manage and focus on the business impact.
Excellent verbal and written communications skills - English.
Passionate about learning new technologies and a great self-learner.
BC in Computer Science (or equivalent)
Advantages
Experience within the .NET Stack
Network configuration, DNS, VPN
Your Areas Of Competence

Inspirational Manager
Learns and shares own experiences for the benefit of others
Creates a strong sense of community through empathy and inclusion
Builds and maintains positive relationships
Demonstrates a sense of urgency and motivates team to operate at pace
Deliver Excellence
Makes decisions based on balanced analysis considering risk, budget and efficiencies to be gained
Sets clear expectations and goals for the team and holds people accountable
Creates an inclusive, high performance team culture
Steers action to achieve results
Grow Talent
Creates an environment of learning and growth for team members to excel
Coaches team to enable all team members to reach their full potential
Provides feedback on a regular basis to aid continuous improvement
Inspires others to perform at their best"
2977284234|DevOps Engineer (Cloud)|Ho Chi Minh City Metropolitan Area|Aloha Consulting Group|Full-time · Mid-Senior level|"About the job
Our client is leading MNC hedge fund and quantitative investment management firm who is looking for top-notch talents to join their firm.
Take ownership of the full DevOps lifecycle of AWS based platform.
Be an active member of an agile engineering team who is continuously looking to improve team performance.
Provision and manage a range of systems using an infrastructure as code approach.
Operate and scale a range of different technologies including application microservices, relational databases, message brokers, monitoring systems and high performance grid computing systems.
Automate CI/CD processes.
Monitor and analyze platform reliability and performance and develop improvements.
Work with leading cloud technologies (such as AWS, GCP).
Work with leading open-source technologies (such as MySQL, PostgreSQL, ELK stack, Sentry, Redis, Git, etc.).
Participate in periodic on-call duties..
Requirements
Be self-motivated with a passion for software engineering and operations.
Be strongly driven to build and run real-world applications at scale.
Passion for researching and deploying new technologies.
Experience with Linux environment and shell scripting.
Experience with containers (Docker, Podman, LXC).
Experience developing CI/CD pipelines, GitLab (preferred), GitHub or Git (including runners).
Experience with operating open source products for example Apache, NGINX, MySQL, PostgreSQL, Redis, Sentry, ELK.
Experience with AWS and/or GCP products and services for example EC2, SQS, ELB, Aurora, RedShift.
Experience in infrastructure as a code and related tools as Terraform (strongly preferred), Ansible, Packer.
Excellent coding skills.
Benefits
Performance bonus: 2-4 months"
2993722946|Fresher DevOps Engineer (Java/CI/CD / Docker/Kubernetes)|Ho Chi Minh City, Ho Chi Minh City, Vietnam|Betall Jsc|Full-time · Entry level|"About the job
This job is sourced from a job board. Learn more
Số lượng tuyển dụng: 2 vị trí
Chế độ đãi ngộ, môi trường làm việc: 2.
Môi trường làm việc:
Môi trường làm việc sáng tạo, thân thiện và hòa đồng.
Thỏa sức nghiên cứu và áp dụng công nghệ mới vào dự án.
Thời gian làm việc: theo giờ hành chính từ thứ 2 đến thứ 6, nghỉ lễ theo quy định của Nhà nước, 12 ngày phép trong năm. 2.
Quyền lợi:
Mức lương: Theo thỏa thuận - Được thưởng hiệu quả làm việc theo quý, theo năm, thưởng các dịp lễ, tết
Có chế độ bảo hiểm xã hội, BHYT, BHTN theo quy định pháp luật
Cơ hội được đào tạo về kiến thức chuyên môn và kỹ năng làm việc
Du lịch định kỳ, khám sức khỏe hàng năm.
Cơ hội thăng tiến cao.
Mô Tả Công Việc
Xây dựng & quản trị hệ thống CI/CD.
Xây dựng các kỹ thuật/công cụ mới để cải thiện quy trình và khả năng mở rộng của hệ thống.
Xây dựng các components cho automation testing và performance testing.
Xây dựng và quản trị hệ thống Logging.
Làm việc trực tiếp với nhóm phát triển trong việc triển khai tự động và liên tục các chức năng.
Xây dựng môi trường kỹ thuật cho nhóm phát triển.
Hỗ trợ nhóm phát triển khắc phục và giải quyết các sự cố hệ thống. Giám sát, khắc phục sự cố và quản lý tất cả các môi trường phát triển
Yêu cầu công việc
Có thể thực tập/làm việc full-time (sinh viên năm cuối hoặc các bạn vừa tốt nghiệp).
Am hiểu trong việc triển khai sử dụng: Docker, Kubernetes.
Hiểu biết về CI/CD sử dụng Jenkins / Ansible.
Có kinh nghiệm với Git/GitHub/GitLab.
Có kinh nghiệm về các môi trường Linux như Centos hoặc Ubuntu.
Có hiểu biết việc vận hành trên cơ sở hạ tầng Linux.
Có hiểu biết về Load Balancer, Elasticsearch Fluentd Kibana, Kafka, Zipkin.
Chịu khó và chủ động trong công việc.
Có khả năng học hỏi công nghệ mới.
Nơi làm việc: Công ty Cổ phần Công Nghệ BeTall (BeTall Technology JSC) Địa chỉ: 29 Lam Sơn, P. 5, Q. Phú Nhuận, TP. Hồ Chí Minh"
